iter	Logloss
173	0.3637411727
174	0.363229145
175	0.3623456874
176	0.3619436294
177	0.3617353373
178	0.3614680474
179	0.3611551124
180	0.3606925465
181	0.3603118891
182	0.3598170028
183	0.3594605175
184	0.3586161603
185	0.3584932673
186	0.3579444905
187	0.3577852178
188	0.3577019019
189	0.357272458
190	0.3570203378
191	0.3565561581
192	0.3563523873
193	0.3559663917
194	0.3555340733
195	0.3553124595
196	0.3550052471
197	0.3548034042
198	0.3545596595
199	0.3543696433
200	0.3542533163
201	0.3539691372
202	0.3535286258
203	0.3533864924
204	0.3531586625
205	0.3528246198
206	0.352517029
207	0.3521950065
208	0.3519967898
209	0.351768915
210	0.351690602
211	0.3513554649
212	0.351114353
213	0.3510000062
214	0.350874661
215	0.3505265235
216	0.3503505675
217	0.3501276595
218	0.3499278982
219	0.3494949494
220	0.3492285368
221	0.3491389199
222	0.3487893034
223	0.3483227295
224	0.3479686596
225	0.3478859284
226	0.347470978
227	0.3474110123
228	0.3471136072
229	0.3469381058
230	0.3465302641
231	0.3464516052
232	0.3459552495
233	0.3456684864
234	0.345371701
235	0.3451508294
236	0.3448430164
237	0.3445748195
238	0.3443940447
239	0.3441927484
240	0.3440581948
241	0.3435966846
242	0.3435344899
243	0.3434748216
244	0.3431125029
245	0.3429110408
246	0.3423300422
247	0.3421563794
248	0.3417028815
249	0.341346982
250	0.3411240086
251	0.3410404709
252	0.3408243846
253	0.3405563593
254	0.3403012437
255	0.3399723525
256	0.3398296957
257	0.3392542053
258	0.3391609833
259	0.3388249026
260	0.3386424458
261	0.3384587495
262	0.3381863333
263	0.3379507412
264	0.3378594654
265	0.3376736356
266	0.3376139182
267	0.337368736
268	0.3373207475
269	0.3372759961
270	0.3370047755
271	0.3364799631
272	0.3363886238
273	0.336177975
274	0.3360035421
275	0.3358129909
276	0.3356281905
277	0.335244576
278	0.3349855448
279	0.334834137
280	0.3347815799
281	0.3346427731
282	0.3341706014
283	0.3339501687
284	0.3339009396
285	0.3338481393
286	0.333776183
287	0.3336576972
288	0.3334209695
289	0.3330966617
290	0.3330429293
291	0.3329745825
292	0.3329147931
293	0.3328081519
294	0.3326301858
295	0.3325927751
296	0.3325328305
297	0.3324529019
298	0.3324066964
299	0.3323306079
300	0.3317699325
301	0.3316297972
302	0.3313379175
303	0.3310767617
304	0.3310261438
305	0.3309533728
306	0.330791383
307	0.3302594814
308	0.3302026901
309	0.3300401656
310	0.3299840015
311	0.329919652
312	0.3297806201
313	0.3296557958
314	0.3292822568
315	0.3291922599
316	0.3291494641
317	0.3290508825
318	0.3287650331
319	0.3286430234
320	0.328285675
321	0.3282295966
322	0.3281799785
323	0.3281504392
324	0.3278585609
325	0.3273364501
326	0.3272670239
327	0.3271845746
328	0.3271142434
329	0.3267751773
330	0.3267225445
331	0.326665092
332	0.3266178003
333	0.326550897
334	0.3262347587
335	0.3261722701
336	0.3258048829
337	0.3257361906
338	0.3256769056
339	0.3255414572
340	0.3254568457
341	0.3253235037
342	0.3252828681
343	0.3252049737
344	0.3250225205
345	0.3248829197
346	0.3247302281
347	0.3246581543
348	0.3244212363
349	0.3243514893
350	0.3243064413
351	0.3242160689
352	0.324114151
353	0.3240146072
354	0.3237946063
355	0.3236662138
356	0.3235262923
357	0.3232090927
358	0.3231099957
359	0.3228932162
360	0.3227072249
361	0.3224896355
362	0.3224390213
363	0.3223871344
364	0.322318546
365	0.3222623507
366	0.3222101451
367	0.3221387236
368	0.3218935564
369	0.3218388412
370	0.321592588
371	0.3215386904
372	0.3212972956
373	0.3212313804
374	0.3211974276
375	0.3211365625
376	0.3210837518
377	0.3209025181
378	0.3208224191
379	0.3207496534
380	0.320707701
381	0.3205257046
382	0.3204808394
383	0.3203154394
384	0.32026328
385	0.3201423401
386	0.3200935317
387	0.3200361641
388	0.3199684532
389	0.3199091079
390	0.3198601174
391	0.3197119702
392	0.3196292132
393	0.3195671293
394	0.3195006651
395	0.3194380034
396	0.3193953204
397	0.3193380403
398	0.3191260349
399	0.3187188556
400	0.3185993877
401	0.3185158797
402	0.3184800769
403	0.3184460251
404	0.3183614254
405	0.3182508749
406	0.318123469
407	0.3180025333
408	0.3179098385
409	0.3178677735
410	0.3178168844
411	0.3176854639
412	0.3176216397
413	0.3175728284
414	0.3173489211
415	0.3173021662
416	0.3171172193
417	0.317050653
418	0.3169950559
419	0.316741371
420	0.3166873184
421	0.3165481698
422	0.3164995685
423	0.3163709979
424	0.3161862022
425	0.3161469715
426	0.3160913405
427	0.3160452196
428	0.315996918
429	0.3159542362
430	0.3158111543
431	0.3157406466
432	0.3157062457
433	0.3156758048
434	0.3156173915
435	0.3155365466
436	0.3154073674
437	0.3153366764
438	0.3152729659
439	0.3152187895
440	0.3149957076
441	0.3149290911
442	0.3146718901
443	0.314606097
444	0.3144430388
445	0.3143964326
446	0.3142761331
447	0.3141875912
448	0.3141192942
449	0.3140570842
450	0.313906035
451	0.3137820834
452	0.3137277292
453	0.3135575699
454	0.3134722766
455	0.3134017442
456	0.3133614372
457	0.3133200142
458	0.3131400034
459	0.3130482813
460	0.3129741384
461	0.3129230386
462	0.3128826299
463	0.3128019799
464	0.3126915514
465	0.3126499371
466	0.3125096515
467	0.3124648974
468	0.3123824032
469	0.3123345543
470	0.3122874496
471	0.3121931927
472	0.3118099362
473	0.3116446416
474	0.3115906408
475	0.3115164082
476	0.311422197
477	0.3113640102
478	0.3113088283
479	0.3112373066
480	0.311189214
481	0.311125732
482	0.3110861557
483	0.3109369549
484	0.3107773028
485	0.3106744022
486	0.3106295775
487	0.3105538629
488	0.3105108483
489	0.3104550684
490	0.3103523036
491	0.3102884943
492	0.3102169028
493	0.3101760024
494	0.3100277649
495	0.3099759872
496	0.3099424249
497	0.3098947303
498	0.3098237934
499	0.3097664172
500	0.309707884
501	0.3096577771
502	0.3095648176
503	0.3095066749
504	0.3094479746
505	0.3093691698
506	0.309306176
507	0.308772679
508	0.3086907446
509	0.3086231442
510	0.308583237
511	0.3085218599
512	0.3084668405
513	0.3082764214
514	0.3082184237
515	0.3080642728
516	0.3078929705
517	0.3078162968
518	0.307744741
519	0.3076957829
520	0.307453983
521	0.3073971494
522	0.3073230219
523	0.3072627512
524	0.3072077312
525	0.3071593805
526	0.3071050756
527	0.3070565775
528	0.3070090169
529	0.3068590072
530	0.3067831018
531	0.3067328818
532	0.3064317078
533	0.3063830052
534	0.3063356399
535	0.3062683884
536	0.3062326007
537	0.3061796444
538	0.3061321752
539	0.3059391421
540	0.3058616835
541	0.3056767252
542	0.3056163742
543	0.3054341259
544	0.3051877101
545	0.3050844488
546	0.3050124333
547	0.304946278
548	0.3048874479
549	0.3048301516
550	0.3047787009
551	0.3047396972
552	0.3046737297
553	0.3046196007
554	0.3043513467
555	0.3041963103
556	0.3041503098
557	0.3040924478
558	0.3040351959
559	0.3039623773
560	0.3039201003
561	0.3038692464
562	0.3038104537
563	0.3034418938
564	0.3033632814
565	0.3033118898
566	0.3030942806
567	0.3030314168
568	0.3029593297
569	0.3029094448
570	0.3028475374
571	0.3027824688
572	0.3027286127
573	0.3026712376
574	0.3026122545
575	0.3025155634
576	0.3023926769
577	0.3023235553
578	0.3022111644
579	0.302150905
580	0.3020939329
581	0.3020409285
582	0.3019866762
583	0.3019308645
584	0.3018867019
585	0.3018135996
586	0.3017457754
587	0.3016524439
588	0.3015900253
589	0.3015291091
590	0.3014902198
591	0.3014305287
592	0.3013634475
593	0.301295153
594	0.3012336837
595	0.3011653542
596	0.3010955778
597	0.3010378145
598	0.3009211372
599	0.3008787316
600	0.3005837276
601	0.3005163901
602	0.3004679807
603	0.3003178594
604	0.3002403499
605	0.3001718639
606	0.3000975977
607	0.3000325369
608	0.2999899196
609	0.2999569825
610	0.2998768668
611	0.2998250226
612	0.2997650522
613	0.2993502705
614	0.2992653707
615	0.2992050999
616	0.2990640115
617	0.2989963709
618	0.2989333398
619	0.2988819466
620	0.2988146646
621	0.2987487562
622	0.2986819507
623	0.2986060368
624	0.2985448354
625	0.2984960872
626	0.2983318715
627	0.2982557903
628	0.2981972171
629	0.2981417866
630	0.2980936189
631	0.2980242163
632	0.297974674
633	0.2977584221
634	0.2977002174
635	0.2974869767
636	0.2973961576
637	0.2973335918
638	0.2972663271
639	0.2972070325
640	0.2971457153
641	0.2968645546
642	0.296790906
643	0.2967395872
644	0.2966922111
645	0.2966192288
646	0.2965678044
647	0.2965086815
648	0.2964680368
649	0.2962537991
650	0.2962063018
651	0.2961538522
652	0.2960996895
653	0.296053449
654	0.2959821894
655	0.2959065493
656	0.295850221
657	0.2957561292
658	0.2957045827
659	0.2956490717
660	0.2955922643
661	0.2955256045
662	0.2954518341
663	0.2953966927
664	0.2953107291
665	0.2952662069
666	0.2952087987
667	0.2951273921
668	0.2949977802
669	0.2949423039
670	0.2948793797
671	0.2948203968
672	0.2947750569
673	0.2947056289
674	0.2946350967
675	0.2945638999
676	0.2942510424
677	0.2942012597
678	0.2941434667
679	0.2937759762
680	0.2936926907
681	0.293623346
682	0.2935699675
683	0.2934930136
684	0.2934269163
685	0.2933489856
686	0.2932895572
687	0.2932214484
688	0.2931580998
689	0.2930833673
690	0.2930285958
691	0.2929681084
692	0.2929113949
693	0.2928574083
694	0.2927992378
695	0.2927382693
696	0.2926702139
697	0.292629033
698	0.2925757377
699	0.2925147727
700	0.2924322752
701	0.2923881039
702	0.2923270073
703	0.2922580939
704	0.2921898492
705	0.2921252456
706	0.2920516139
707	0.2919875817
708	0.2919236158
709	0.2918808791
710	0.2918270532
711	0.2917631685
712	0.2917063122
713	0.2916557781
714	0.2915871927
715	0.2915114582
716	0.2914312606
717	0.2913735013
718	0.2913291147
719	0.2912389382
720	0.2911824509
721	0.2911143726
722	0.2910467616
723	0.2909901864
724	0.2908152153
725	0.290747061
726	0.2903756668
727	0.290309907
728	0.2902297231
729	0.2901579184
730	0.2900737344
731	0.2900076828
732	0.289930652
733	0.2896259987
734	0.2895529094
735	0.2894901535
736	0.2892333692
737	0.2890687087
738	0.2889936423
739	0.2889226406
740	0.2888838052
741	0.2888087143
742	0.2887536996
743	0.2886897807
744	0.2886406242
745	0.2882594001
746	0.2881984899
747	0.2880271642
748	0.2874598802
749	0.2873784415
750	0.287310258
751	0.2872297067
752	0.2871487373
753	0.2870759796
754	0.2870073611
755	0.2868239555
756	0.2867617885
757	0.2866955542
758	0.2866191866
759	0.2865373818
760	0.2862869167
761	0.2862148347
762	0.2861515865
763	0.286070974
764	0.2860071033
765	0.285929337
766	0.2858643072
767	0.2857865791
768	0.2857245929
769	0.2856550065
770	0.2855927491
771	0.2855353937
772	0.2854645475
773	0.2853860983
774	0.2853176308
775	0.2852355932
776	0.2851607134
777	0.2850720186
778	0.2850079753
779	0.2849337471
780	0.2844731859
781	0.284398422
782	0.2840785518
783	0.2840166577
784	0.2839432792
785	0.2838717756
786	0.2838066327
787	0.2837350669
788	0.283673851
789	0.2835988175
790	0.2835178289
791	0.2834429852
792	0.2833626681
793	0.2832818896
794	0.2832075706
795	0.283140748
796	0.283070173
797	0.2829990809
798	0.2829284834
799	0.2828683841
800	0.2828000756
801	0.2827344325
802	0.2826602617
803	0.2825913196
804	0.2825312801
805	0.2824698381
806	0.2823935102
807	0.2823172219
808	0.2821801557
809	0.2821069028
810	0.2820288618
811	0.2817338911
812	0.2816644204
813	0.2815836814
814	0.2815048394
815	0.2814315628
816	0.2813656636
817	0.2812854135
818	0.2808954176
819	0.2808228073
820	0.280744575
821	0.2806650534
822	0.2806042557
823	0.2805245038
824	0.2804437377
825	0.2803654769
826	0.2802912663
827	0.2802076484
828	0.2801344533
829	0.2800549762
830	0.2799781578
831	0.2798991735
832	0.2798221027
833	0.2797418902
834	0.2796634761
835	0.2795875606
836	0.2795206183
837	0.2794480981
838	0.2793822394
839	0.2793064034
840	0.2792348132
841	0.2791622903
842	0.2790925521
843	0.2790284153
844	0.27895544
845	0.278879557
846	0.2788007195
847	0.2787327109
848	0.2786548817
849	0.2785802367
850	0.2785099074
851	0.2784357082
852	0.2783610093
853	0.278283232
854	0.2782107541
855	0.2781364395
856	0.2780645237
857	0.2779899787
858	0.2779160675
859	0.2778462779
860	0.2777736357
861	0.2776990555
862	0.2776294412
863	0.2775573674
864	0.2774822247
865	0.2772126447
866	0.2771413357
867	0.277071158
868	0.2770031498
869	0.2769294253
870	0.2768577053
871	0.2767870896
872	0.2767113984
873	0.2762908731
874	0.276213476
875	0.2761511946
876	0.2760799428
877	0.2760059097
878	0.275928261
879	0.275847568
880	0.2757749259
881	0.2757018872
882	0.2756265934
883	0.2755491949
884	0.2754852022
885	0.2754099911
886	0.2748565208
887	0.2747916187
888	0.2747144539
889	0.2746418789
890	0.2745751981
891	0.2744966552
892	0.2739848787
893	0.2739077861
894	0.273831256
895	0.2733396632
896	0.2729724738
897	0.2729076086
898	0.2728342762
899	0.2723546666
900	0.2722823914
901	0.2722076279
902	0.2721363037
903	0.2720594833
904	0.2719881343
905	0.2719115829
906	0.2718422173
907	0.2717707383
908	0.2716946083
909	0.2716255105
910	0.2715556899
911	0.2714871549
912	0.2714251312
913	0.2713552138
914	0.2712849523
915	0.2712119366
916	0.271139326
917	0.2705933737
918	0.2705215192
919	0.2704509644
920	0.2703796738
921	0.2703077829
922	0.2702389163
923	0.2701696385
924	0.2700971673
925	0.2700231523
926	0.2699509928
927	0.2698792441
928	0.2698085128
929	0.2697371243
930	0.2696655938
931	0.2695939908
932	0.2695251772
933	0.2694574364
934	0.2693880043
935	0.2693159376
936	0.268924741
937	0.2688569792
938	0.2687880597
939	0.26837918
940	0.2683072323
941	0.2682377449
942	0.2681698103
943	0.2680977894
944	0.2680261329
945	0.267715285
946	0.2676437173
947	0.2675703192
948	0.2672195687
949	0.267148964
950	0.2670768225
951	0.2670052854
952	0.2669353228
953	0.2668652851
954	0.2667975842
955	0.2667277295
956	0.2666559551
957	0.2665846396
958	0.2665159924
959	0.2664490346
960	0.2663779925
961	0.2663069651
962	0.2662391897
963	0.2661691365
964	0.2660987306
965	0.2657096526
966	0.265640284
967	0.2655719019
968	0.2655046737
969	0.26543775
970	0.2653684543
971	0.2652980828
972	0.2652279035
973	0.2651613528
974	0.2647329918
975	0.2646657918
976	0.2645995905
977	0.2645316137
978	0.2644649979
979	0.2643995047
980	0.2640427206
981	0.2639757591
982	0.2639057549
983	0.2638374397
984	0.263769516
985	0.2637007583
986	0.2636319703
987	0.2635644218
988	0.2634951292
989	0.2634283874
990	0.2633637961
991	0.2629256394
992	0.2628556698
993	0.2627869091
994	0.262720086
995	0.2626519237
996	0.2625882983
997	0.262520555
998	0.2624572682
999	0.2621060857
